index_hex,snes_addr,old_label,new_label,category,word_count,byte_count,text_preview
239,B8D006,DATA16_B8D006,Text_239_Festival_HaveDecidedTakeFestivalWantto,Festival,105,210,Have you decided what to take to the festival? I wantto complete my machine and present it in public.
23A,B8D0D8,DATA16_B8D0D8,Text_23A_Dialog_WhatsGoodWonderIfherbsSpices,Dialog,57,114,Well:what's good?I wonder ifherbs or spices will be OK.
23B,B8D14A,DATA16_B8D14A,Text_23B_Dialog_TakeSomethingVeryDeliciousTomorrow,Dialog,76,152,I will take something very delicious tomorrow so pleaselook forward to it.
23C,B8D1E2,DATA16_B8D1E2,Text_23C_Festival_HarvestFestivalTomorrowLoveSinging,Festival,79,158,It's Harvest Festival tomorrow. I love singing anddancing.It's exciting.
23D,B8D280,DATA16_B8D280,Text_23D_Festival_HaveHarvestFestivalTomorrowRight,Festival,86,172,We'll have the harvest festival tomorrow: right? Autumn has already been here.
23E,B8D32C,DATA16_B8D32C,Text_23E_Festival_HarvestFestivalCelebratingYearsHarvest,Festival,65,130,The harvest Festival is for celebrating the year's harvest.
23F,B8D3AE,DATA16_B8D3AE,Text_23F_Dialog_BringFoodsEatGreatHarvest,Dialog,56,112,Please bring foods to eat for the great harvest stew.
240,B8D41E,DATA16_B8D41E,Text_240_Animal_HarvestFestivalTomorrowStopWork,Animal,228,456,The Harvest Festival is tomorrow.I'll stop work earlier and come to the public square at <CTRL_B5>:<CTRL_B2><CTRL_B2>pm. If you have is livestock: you should feed them before.. And I'll bring something to put in the stew
241,B8D5E6,DATA16_B8D5E6,Text_241_Dialog_WelcomePutBroughtStewNow,Dialog,53,106,Welcome.Put what you brought in the stew now.
242,B8D650,DATA16_B8D650,Text_242_Dialog_BringAnythingAlright,Dialog,47,94,Oh no:you didn't bring anything. Alright.
243,B8D6AE,DATA16_B8D6AE,Text_243_Dialog_NowWaitUntilDone,Dialog,26,52,Now:wait until it's done.
244,B8D6E2,DATA16_B8D6E2,Text_244_Dialog_StewEatGratitude,Dialog,51,102,It's your stew. Eat it with gratitude.
245,B8D748,DATA16_B8D748,Text_245_Town_MineWasFlowersWasFairly,Town,41,82,Mine was flowers.It was fairly good.
246,B8D79A,DATA16_B8D79A,Text_246_Romance_WasDeliciousKnowHaveWife,Romance,162,324,It was delicious.You know: I don't have a wife. No: I'm not saying Ann's dishes are bad. In fact: they taste pretty good once you get used to it.
247,B8D8DE,DATA16_B8D8DE,Text_247_Animal_CuttingGrassCutAutumnTry,Animal,164,328,Are you cutting grass? You can cut it by autumn so try to cut as much as you can. Otherwise:you will panic if you don't have feed to give to the cows andchickens.
248,B8DA26,DATA16_B8DA26,Text_248_Animal_HappyOnlyIfTasteEat,Animal,63,126,I'm <CTRL_B3><CTRL_B2><CTRL_B2>& happy only if I could taste when I eat good stuff.
249,B8DAA4,DATA16_B8DAA4,Text_249_Dialog_Stuffed,Dialog,13,26,"I'm stuffed,"
24A,B8DABE,DATA16_B8DABE,Text_24A_Shop_GoodDayTodaySomeFamous,Shop,177,354,"Good-day:today, Here are some famous dumpling from the North, Do you want some, It's <CTRL_B5><CTRL_B2><CTRL_B2>G. Buy Don't Buy Money <CTRL_FFFC>ht<CTRL_B2>G<CHOICE_OR_WAIT>c"
24B,B8DC20,DATA16_B8DC20,Text_24B_Shop_GoodDayTodaySomeRice,Shop,219,438,"Good-day:today, Here are some rice balls made from <CTRL_B3><CTRL_B2><CTRL_B2>& Starshine rice. They are fresh and warm. Do you want some? It's <CTRL_B4><CTRL_B2><CTRL_B2>G. Buy Don't buy Money <CTRL_FFFC>hu<CTRL_B2>G<CH"
24C,B8DDD6,DATA16_B8DDD6,Text_24C_Dialog_ThankCarefulTogetAddicted,Dialog,42,84,Thank you. Be careful not toget addicted.
24D,B8DE2A,DATA16_B8DE2A,Text_24D_Dialog_SayOneBiteMakesHappy,Dialog,53,106,Don't say no. Just one bite:it makes you <CTRL_B3><CTRL_B2><CTRL_B2>& happy.
24E,B8DE94,DATA16_B8DE94,Text_24E_Manual_BringAnythingYearSuchHard,Manual,81,162,I can't bring anything this year. It's such hard work to find rare seeds.
24F,B8DF36,DATA16_B8DF36,Text_24F_Dialog_FruitsSouthernCountryTasteGood,Dialog,92,184,The fruits of the Southern Country taste good:but they smell strong and I don't like that.
250,B8DFEE,DATA16_B8DFEE,Text_250_Festival_DanceVeryYet,Festival,29,58,I can't dance very well yet.
251,B8E028,DATA16_B8E028,Text_251_Dialog_DancingStartPrettySoon,Dialog,34,68,Dancing will start pretty soon.
252,B8E06C,DATA16_B8E06C,Text_252_Church_EvenIfBelieveIngodGood,Church,113,226,Even if you don't believe inGod: it's good to keep gratitude in your mind. Yes No<CHOICE_OR_WAIT>c
253,B8E14E,DATA16_B8E14E,Text_253_Church_EvenIfBelieveIngodGood,Church,66,132,Even if you don't believe inGod:it's good to be grateful.
254,B8E1D2,DATA16_B8E1D2,Text_254_Church_GoddessLandExistsSure,Church,45,90,Yes:The Goddess of Land exists for sure.
255,B8E22C,DATA16_B8E22C,Text_255_Dialog_ThoughtTime,Dialog,41,82,I thought it would be OK this time...
256,B8E27E,DATA16_B8E27E,Text_256_Dialog_EatWantC,Dialog,69,138,"Hey: please, Eat this, OK I don't want it<CHOICE_OR_WAIT>c"
257,B8E308,DATA16_B8E308,Text_257_Dialog_ThankNice,Dialog,28,56,Thank you. You are so nice.
258,B8E340,DATA16_B8E340,Text_258_Dialog_Waaa,Dialog,6,12,"Waaa,"
259,B8E34C,DATA16_B8E34C,Text_259_Dialog_MadePumpkinPieWantTry,Dialog,86,172,I made this pumpkin pie. Do you want to try some? Yes No<CHOICE_OR_WAIT>c
25A,B8E3F8,DATA16_B8E3F8,Text_25A_Dialog_YearsPumpkinsSweet,Dialog,47,94,This year's pumpkins are sweet:aren't they?
25B,B8E456,DATA16_B8E456,Text_25B_Dialog_YeahPumpkinPieHasReceived,Dialog,57,114,Oh yeah? This pumpkin pie has received praise though.
25C,B8E4C8,DATA16_B8E4C8,Text_25C_Manual_GiveSpecialSouvenirClockFree,Manual,102,204,"I give you a special souvenir ""Clock"" for free. You can find the time with the select button."
25D,B8E594,DATA16_B8E594,Text_25D_Dialog_ThinkImportantThankLandSun,Dialog,90,180,I think it's important to thank the land and the sun as well as celebrate the harvest.
25E,B8E648,DATA16_B8E648,Text_25E_Dialog_TaraahAutoHarvestingMachineSwitch,Dialog,96,192,"Taraah: it's an Auto Harvesting Machine, Switch it on. Push No<CHOICE_OR_WAIT>c"
25F,B8E708,DATA16_B8E708,Text_25F_Dialog_SorryFailed,Dialog,14,28,Sorry:failed.
260,B8E724,DATA16_B8E724,Text_260_Dialog_Afraid,Dialog,24,48,What are you afraid of?
261,B8E754,DATA16_B8E754,Text_261_Dialog_Right,Dialog,24,48,...No:this isn't right.
262,B8E784,DATA16_B8E784,Text_262_Dialog_TasteGoodHuhCalledFruit,Dialog,143,286,Taste good:huh? It's called the fruit of the full-moon plant. It's moistured:soft:and melts in the mouth like ice cream.It's my favorite.
263,B8E8A2,DATA16_B8E8A2,Text_263_Dialog_PickUpFirstThingMorning,Dialog,64,128,I'll pick it up the first thing in the morning for you....
264,B8E922,DATA16_B8E922,Text_264_Dialog_SpecialMeatPieImadeWant,Dialog,79,158,This is a special meat pie Imade.Want a bite? Yes No<CHOICE_OR_WAIT>c
265,B8E9C0,DATA16_B8E9C0,Text_265_Romance_MakeEverythingEatSeemDelicious,Romance,73,146,You make everything you eat seem delicious so it's worthcooking for you.
266,B8EA52,DATA16_B8EA52,Text_266_Dialog_AlrightPrettyGoodThough,Dialog,37,74,Alright. It's pretty good though..
267,B8EA9C,DATA16_B8EA9C,Text_267_Mountain_BerryJuiceMadeLastYear,Mountain,124,248,It's the berry juice I made last year. It's one of the gifts from the earth. Want to try? Yes No<CHOICE_OR_WAIT>c
268,B8EB94,DATA16_B8EB94,Text_268_Dialog_IfThinkManDrinkUp,Dialog,38,76,"If you think you are a man: drink up,"
269,B8EBE0,DATA16_B8EBE0,Text_269_Dialog_GoodThough,Dialog,27,54,It's really good though...
26A,B8EC16,DATA16_B8EC16,Text_26A_Romance_OofSorryFeelGoodHave,Romance,141,282,....oof:sorry.I don't feel good...no:no:no... I have to eat it with gratitude even if there's something strange in it. Right?
26B,B8ED30,DATA16_B8ED30,Text_26B_Dialog_TaraaaImprovedAutoHarvestingMachine,Dialog,93,186,"Taraaa,Improved Auto Harvesting Machine, Turn it on, OK No<CHOICE_OR_WAIT>c"
26C,B8EDEA,DATA16_B8EDEA,Text_26C_Dialog_Weird,Dialog,10,20,...Weird.
26D,B8EDFE,DATA16_B8EDFE,Text_26D_Dialog_HaHaHaHaHa,Dialog,76,152,"....Ha-ha-ha-ha-ha,Yes:I hadjuice and now I can see butterflies flying."
26E,B8EE96,DATA16_B8EE96,Text_26E_Festival_StarNightFestivaltomorrowCoupleofPlaces,Festival,128,256,It's the Star Night Festivaltomorrow. There are a coupleof places for it so you should ask the townsfolk to decide where to go.
26F,B8EF96,DATA16_B8EF96,Text_26F_Dialog_WildGrapeJuiceSweetGood,Dialog,94,188,It's the wild grape juice. It's sweet and good. Want totry? Yes No<CHOICE_OR_WAIT>c
270,B8F052,DATA16_B8F052,Text_270_Dialog_CheersGiftsEarth,Dialog,35,70,"Cheers for gifts from the earth,"
271,B8F098,DATA16_B8F098,Text_271_Dialog_VerySociable,Dialog,40,80,You are not very sociable: aren't you?
272,B8F0E8,DATA16_B8F0E8,Text_272_Animal_FlowerFestivalTomorrowStopWork,Animal,265,530,It's the Flower Festival tomorrow. I'll stop work earlier and come to the public square at <CTRL_B5>:<CTRL_B2><CTRL_B2>. If you have livestock:you'd better feed them before the festival.I'll definitelypick up the shippin
273,B8F2FA,DATA16_B8F2FA,Text_273_Weather_InformationEventHaveAnnualeggFestival,Weather,158,316,This is information of an event. We'll have the annualegg festival. The weather is very good. Ladies and gentlemen:you arecordially invited to take part.
274,B8F436,DATA16_B8F436,Text_274_Animal_EggFestivalTomorrowStopWork,Animal,243,486,It's Egg Festival tomorrow. I'll stop work earlier and come to the public square by <CTRL_B5>:<CTRL_B2><CTRL_B2>.If you have livestock:you'd better feed them before the festival. I'll definitely pick up the shipping good
275,B8F61C,DATA16_B8F61C,Text_275_Dialog_KidneyPieProudTryC,Dialog,93,186,It's the kidney pie I'm proud of. Won't you try it? Yes No<CHOICE_OR_WAIT>c
276,B8F6D6,DATA16_B8F6D6,Text_276_Dialog_VeryNourishingThough,Dialog,36,72,It's very nourishing though.
277,B8F71E,DATA16_B8F71E,Text_277_Mountain_YearOldBerryJuiceSmells,Mountain,105,210,It's the <CTRL_B5> year old berry juice.Smells good:huh? Do you want it? Yes No<CHOICE_OR_WAIT>c
278,B8F7F0,DATA16_B8F7F0,Text_278_Dialog_MyGrandpasFavoriteJuice,Dialog,35,70,It's my grandpa's favorite juice.
279,B8F836,DATA16_B8F836,Text_279_Dialog_DrinkMyJuice,Dialog,36,72,"What? Can't you drink my juice,?"
27A,B8F87E,DATA16_B8F87E,Text_27A_Romance_MayAbleHavePleasantMoments,Romance,55,110,May we be able to have pleasant moments for ever.
27B,B8F8EC,DATA16_B8F8EC,Text_27B_Romance_UltraSpecialAutoHarvestingMachine,Romance,177,354,"This is it, Ultra Special Auto harvesting Machine,,, .....Hey:you don't seem to trust me.Don't say a word: just turn it on, On, Push I'd never push<CHOICE_OR_WAIT>c"
27C,B8FA4E,DATA16_B8FA4E,Text_27C_Dialog_WhetherLikeItor,Dialog,36,72,It's not whether you like itor not.
27D,B8FA96,DATA16_B8FA96,Text_27D_Dialog_FreshIngredientsAffectionNecessaryMake,Dialog,79,158,"Fresh ingredients and affection are necessary to make dishes delicious,"
27E,B8FB34,DATA16_B8FB34,Text_27E_Dialog_TastyRiceBallsDumplingsTry,Dialog,95,190,"Tasty rice balls and dumplings, Won't you try some? They are all delicious,"
27F,B8FBF2,DATA16_B8FBF2,Text_27F_Dialog_Congratulations,Dialog,17,34,"Congratulations,"
280,B8FC14,DATA16_B8FC14,Text_280_Dialog_GoingHaveBabyprettySoon,Dialog,41,82,You are going to have a babypretty soon.
281,B8FC66,DATA16_B8FC66,Text_281_Romance_HoHoLookBabyCute,Romance,51,102,Ho-ho:look at this baby. It's a cute baby girl.
282,B8FCCC,DATA16_B8FCCC,Text_282_Dialog_HaveMyPartnerYoudBetter,Dialog,61,122,Oh:I have my partner. You'd better try to find one for you.
283,B8FD46,DATA16_B8FD46,Text_283_Festival_WantDanceSomeoneElse,Festival,42,84,I...I want to dance with someone else.
284,B8FD9A,DATA16_B8FD9A,Text_284_Festival_YoungManDanceYoungGirl,Festival,47,94,A young man should dance with a young girl.
285,B8FDF8,DATA16_B8FDF8,Text_285_Dialog_BringMeMoreJuice,Dialog,21,42,"Bring me more juice,"
286,B8FE22,DATA16_B8FE22,Text_286_Dialog_WasDelicious,Dialog,18,36,Was it delicious?
287,B8FE46,DATA16_B8FE46,Text_287_Festival_WantDanceSomeoneElse,Festival,50,100,No:I want to dance with someone else:not you.
288,B8FEAA,DATA16_B8FEAA,Text_288_Festival_YeahWantDanceMaria,Festival,35,70,"Yeah:I want to dance with Maria,"
289,B8FEF0,DATA16_B8FEF0,Text_289_Festival_NewYearsFestivaltomorrowSayThelast,Festival,136,272,It's the New Year's festivaltomorrow. You should say thelast hello of this year.
28A,B98000,DATA16_B98000,Text_28A_Festival_DanceButMeansMoreBecause,Festival,82,164,It's just a dance but it means more because you choose your partner here.
28B,B980A4,DATA16_B980A4,Text_28B_Festival_WhoGoingAskDanceGoing,Festival,74,148,Who are you going to ask to dance? You are going to ....no:forget it.
28C,B98138,DATA16_B98138,Text_28C_Romance_NeverCancelChooseCarefullyRegret,Romance,70,140,You can never cancel it. So choose carefully so you won't regret.
28D,B981C4,DATA16_B981C4,Text_28D_Festival_ThanksgivingFestivalTomorrowNiceSmell,Festival,130,260,It's the Thanksgiving Festival tomorrow. Nice smell of baking cakes fills the whole town. Dad:it'll be fun.
28E,B982C8,DATA16_B982C8,Text_28E_Festival_ThanksgivingFestivalTomorrowAllHusbands,Festival,210,420,It's the Thanksgiving Festival tomorrow. It's for all the husbands and fathers who are always working hard and women bake cakes for them to show thanks. I suggest you to come to town if possible.
28F,B9846C,DATA16_B9846C,Text_28F_Romance_BecauseGirlsGiveCakesPeople,Romance,95,190,because girls give cakes to people they like. If you have time: I suggest you come to town.
290,B9852A,DATA16_B9852A,Text_290_Diary_GoingBedNowGoodNight,Diary,40,80,I'm going to bed now. Good night.
291,B9857A,DATA16_B9857A,Text_291_Dialog_HehHehVeryDeliciousWant,Dialog,109,218,"Heh-heh This is very delicious, Want to try some? Eat it I don't' want it<CHOICE_OR_WAIT>c"
292,B98654,DATA16_B98654,Text_292_Festival_ThanksgivingFestivalTodayDarlingThank,Festival,111,222,It's Thanksgiving Festival today. Here you are: darling. Thank you for working hard for me every day.
293,B98732,DATA16_B98732,Text_293_Dialog_WorkNow,Dialog,36,72,Please work well from now on.
294,B9877A,DATA16_B9877A,Text_294_Dialog_Fidgety,Dialog,11,22,Fidgety...
295,B98790,DATA16_B98790,Text_295_Dialog_ThumpThumpThump,Dialog,21,42,Thump:thump:thump...
296,B987BA,DATA16_B987BA,Text_296_Animal_EllenGoodCookAndtakesGood,Animal,121,242,Yes:Ellen is a good cook andtakes good care of the livestock. She is a nice and steady girl. Don't you think so?
297,B988AC,DATA16_B988AC,Text_297_Romance_LoveMyWifesCakeBut,Romance,65,130,I love my wife's cake but mydaughter's makes me so much happier.
298,B9892E,DATA16_B9892E,Text_298_Dialog_ScorchedCakeAgain,Dialog,27,54,I scorched the cake again.
299,B98964,DATA16_B98964,Text_299_Dialog_WhatShouldIDo,Dialog,18,36,What should I do?
29A,B98988,DATA16_B98988,Text_29A_Romance_AnnsHandMadeCakeExplode,Romance,51,102,Ann's hand-made cake...it won't explode:will it?
29B,B989EE,DATA16_B989EE,Text_29B_Romance_GetCakeMariaEveryYear,Romance,40,80,I get a cake from Maria every year.
29C,B98A3E,DATA16_B98A3E,Text_29C_Romance_YeahGotCakeMaria,Romance,35,70,"Yeah:I got a cake from Maria,"
29D,B98A84,DATA16_B98A84,Text_29D_Animal_AbleBakePerfectlyDeliciousCake,Animal,79,158,"I'll be able to bake a perfectly delicious cake when I get older, Gee,"
29E,B98B22,DATA16_B98B22,Text_29E_Dialog_HopeLike,Dialog,46,92,Hi:well...it's for you.I hope you like it.
29F,B98B7E,DATA16_B98B7E,Text_29F_Romance_UummThankWorkingEveryDay,Romance,39,78,uumm:thank you for working every day.
2A0,B98BCC,DATA16_B98BCC,Text_2A0_Dialog_Hello,Dialog,7,14,Hello.
2A1,B98BDA,DATA16_B98BDA,Text_2A1_Dialog_GiveNotsureIfTastesGood,Dialog,61,122,I'll give it to you. I'm notsure if it tastes good or not.
2A2,B98C54,DATA16_B98C54,Text_2A2_Dialog_WantMedicineCase,Dialog,34,68,You want medicine just in case?
2A3,B98C98,DATA16_B98C98,Text_2A3_Dialog_MyDadRudeLookedatMy,Dialog,67,134,My dad is so rude. He lookedat my cake carefully before he ate it.
2A4,B98D1E,DATA16_B98D1E,Text_2A4_Dialog_SpecialHerbCake,Dialog,39,78,Here it is. It's a special herb cake.
2A5,B98D6C,DATA16_B98D6C,Text_2A5_Dialog_LookVeryGoodButDelicious,Dialog,52,104,It doesn't look very good but isn't it delicious?
2A6,B98DD4,DATA16_B98DD4,Text_2A6_Dialog_MyMomWanderingAroundBaked,Dialog,82,164,My mom is wandering around with a baked cake in her hands since this morning.
2A7,B98E78,DATA16_B98E78,Text_2A7_Animal_UsedPlentyMilkEggs,Animal,34,68,I used plenty of milk and eggs.
2A8,B98EBC,DATA16_B98EBC,Text_2A8_Dialog_HaveConfidenceMakingSweets,Dialog,36,72,I have confidence in making sweets.
2A9,B98F04,DATA16_B98F04,Text_2A9_Dialog_ProbablyThinkMonkeySomethingRight,Dialog,99,198,Hey:you probably think I'm a monkey or something: right? .........That's OK with me though.
2AA,B98FCA,DATA16_B98FCA,Text_2AA_Dialog_CakeFulledBerries,Dialog,37,74,This is a cake fulled with berries.
2AB,B99014,DATA16_B99014,Text_2AB_Dialog_HopeLike,Dialog,20,40,I hope you like it.
2AC,B9903C,DATA16_B9903C,Text_2AC_Festival_NowStarNightFestivalTomorrow,Festival,134,268,Now it's the Star Night Festival tomorrow. It'll be nice with the clear blue sky so you'll see the beautiful star at night.
2AD,B99148,DATA16_B99148,Text_2AD_Animal_StarNightFestivalSupposedPray,Animal,128,256,On the Star Night Festival you are supposed to pray forthe night when you can see the most beautiful stars of the year.
2AE,B99248,DATA16_B99248,Text_2AE_Dialog_LookSkyItllBeautifulTomorrow,Dialog,63,126,Look at the sky. It'll be really beautiful tomorrow night.
2AF,B992C6,DATA16_B992C6,Text_2AF_Church_GoingPlayOrganChurch,Church,40,80,I'm going to play organ at the church.
2B0,B99316,DATA16_B99316,Text_2B0_Dialog_TomorrowHehHehGoingWonderful,Dialog,50,100,Tomorrow? Heh-heh:I'm going to a wonderful place.
2B1,B9937A,DATA16_B9937A,Text_2B1_Dialog_SayGoingNearestplaceStars,Dialog,48,96,Say:I'm going to the nearestplace to the stars.
2B2,B993DA,DATA16_B993DA,Text_2B2_Church_PrayPublicSquareRomantic,Church,49,98,We'll pray at the public square. So romantic.
2B3,B9943C,DATA16_B9943C,Text_2B3_Dialog_LetsHaveBallTomorrowWaiting,Dialog,49,98,Let's have a ball tomorrow. I'm waiting for you.
2B4,B9949E,DATA16_B9949E,Text_2B4_Festival_StarNightFestivaltomorrowGoingPlace,Festival,75,150,It's the Star Night Festivaltomorrow. I'm going to the place I always go.
2B5,B99534,DATA16_B99534,Text_2B5_Festival_StarNightFestivaltomorrowGoingPlace,Festival,103,206,"It's the Star Night Festivaltomorrow, I'm going to the place I always go so please come see me there."
2B6,B99602,DATA16_B99602,Text_2B6_Sign_StarNightFestivaltodayGoPublic,Sign,116,232,"It's the Star Night Festivaltoday, Where should I go? Public square Mountain top Church Spa Bar<CHOICE_OR_WAIT>f"
2B7,B996EA,DATA16_B996EA,Text_2B7_Church_LadiesGentlemenLetsPrayStars,Church,54,108,Well: ladies and gentlemen. Let's pray for the stars.
2B8,B99756,DATA16_B99756,Text_2B8_Animal_LightStarsSeeingNowMillions,Animal,114,228,The light of the stars we are seeing now is that of millions of years ago. It's mysterious when I thinkof it.
2B9,B9983A,DATA16_B9983A,Text_2B9_Dialog_MayMyBusinessGetBetter,Dialog,36,72,...May my business get better.
2BA,B99882,DATA16_B99882,Text_2BA_Dialog_WantMeReadHoroscopeSure,Dialog,79,158,Do you want me to read your horoscope? Sure No thanks<CHOICE_OR_WAIT>c
2BB,B99920,DATA16_B99920,Text_2BB_Romance_GirlWhoGetsAlongWellwith,Romance,61,122,"The girl who gets along wellwith you is no one but <CTRL_FFFD>fw,"
2BC,B9999A,DATA16_B9999A,Text_2BC_Dialog_WantKnow,Dialog,34,68,Really? Don't you want to know?
2BD,B999DE,DATA16_B999DE,Text_2BD_Animal_CloseMyEyesFeellikeFloating,Animal,67,134,When I close my eyes: I feellike I'm floating in the night sky.
2BE,B99A64,DATA16_B99A64,Text_2BE_Church_PrayEverybodysGoodHealthSecret,Church,81,162,What did I pray for? Everybody's good health. ....And.. It's a secret.
2BF,B99B06,DATA16_B99B06,Text_2BF_Romance_StarsShinningAllTimeSeethem,Romance,207,414,The stars are shinning all the time. You just can't seethem because of those lights and stuff on the earth. And same as the stars:the truth and love always exist. You just don'tsee. Yes:it's true.
2C0,B99CA4,DATA16_B99CA4,Text_2C0_Church_SometimesWorkEvenifMuchLove,Church,117,234,It sometimes won't work evenif we are so much in love: will it? In that case: all you have to do is pray: I guess.
2C1,B99D8E,DATA16_B99D8E,Text_2C1_Diary_FeelSleepyNow,Diary,22,44,...I feel sleepy now.
2C2,B99DBA,DATA16_B99DBA,Text_2C2_Dialog_Zzzzzzz,Dialog,13,26,Zzzzzzz.....
2C3,B99DD4,DATA16_B99DD4,Text_2C3_Dialog_ThinkHaveGoodDreamTonight,Dialog,43,86,I think I'll have a good dream tonight.
2C4,B99E2A,DATA16_B99E2A,Text_2C4_Romance_GoodEveningUmmWishweAlso,Romance,80,160,Good evening. ....Umm:I wishwe could also spend some time together nextyear.
2C5,B99ECA,DATA16_B99ECA,Text_2C5_Dialog_LetsSingSongEnjoyYourselves,Dialog,46,92,"Let's sing a song. Enjoy yourselves,"
2C6,B99F26,DATA16_B99F26,Text_2C6_Dialog_NowSingSomething,Dialog,24,48,"Now:you sing something,"
2C7,B99F56,DATA16_B99F56,Text_2C7_Dialog_HappenedTonightCoincidentHappensToo,Dialog,101,202,I happened to be here tonight...well..it's coincident...and she happens to be here too.
2C8,B9A020,DATA16_B9A020,Text_2C8_Romance_AhGoodEveningNinaAlways,Romance,90,180,Ah:good evening. Nina? She always goes somewhere alone. I wonder where she's been?
2C9,B9A0D4,DATA16_B9A0D4,Text_2C9_Dialog_CheersBeautifulSkyinNight,Dialog,42,84,"Cheers for the beautiful skyin the night,"
2CA,B9A128,DATA16_B9A128,Text_2CA_Dialog_HavingFunCheersFateStar,Dialog,80,160,"Hi, Are you having fun? cheers for the fate of the star of having met you,"
2CB,B9A1C8,DATA16_B9A1C8,Text_2CB_Romance_SeeSeeShootingStarEvery,Romance,125,250,Did you see it? I see a shooting star every year. Don't tell anybody about this place. It's a secret between us. OK?
2CC,B9A2C2,DATA16_B9A2C2,Text_2CC_Romance_MakeWishNinaWishedTitter,Romance,71,142,Did you make a wish? Nina wished... ..titter.. it's a secret.
2CD,B9A350,DATA16_B9A350,Text_2CD_Dialog_TakeHotSpringBathWatching,Dialog,91,182,I take a hot spring bath: watching stars like this. It's just like paradise: isn't it?
2CE,B9A406,DATA16_B9A406,Text_2CE_Church_MayEverybodyLiveHappilyNow,Church,53,106,May everybody live happily. Now let's pray together.
2CF,B9A470,DATA16_B9A470,Text_2CF_Church_HavePrayedAlreadyAlsoImportant,Church,100,200,Have you prayed already? Also it's important to choose a goal at the beginning of the year.
2D0,B9A538,DATA16_B9A538,Text_2D0_Dialog_MayEarthGiveUsGifts,Dialog,43,86,May the earth give us gifts this year too.
2D1,B9A58E,DATA16_B9A58E,Text_2D1_Dialog_YearTell,Dialog,35,70,This...this year: I'll tell her...
2D2,B9A5D4,DATA16_B9A5D4,Text_2D2_Dialog_MayMyBusinessGoThisyear,Dialog,38,76,May my business go well thisyear too.
2D3,B9A620,DATA16_B9A620,Text_2D3_Town_AlrightTellingFortuneC,Town,70,140,Alright: I'm telling your fortune. Yes No<CHOICE_OR_WAIT>c
2D4,B9A6AC,DATA16_B9A6AC,Text_2D4_Dialog_PickUpAnyCardLike,Dialog,92,184,Pick up any card you like. Top Middle Bottom<CHOICE_OR_WAIT>d
2D5,B9A764,DATA16_B9A764,Text_2D5_Romance_ExcellentLuckGreatHarvestEverything,Romance,78,156,"""Excellent luck"" Great harvest, Everything goes well,"
2D6,B9A800,DATA16_B9A800,Text_2D6_Dialog_LuckFairHarvestPersonWaiting,Dialog,71,142,"""Luck"" Fair harvest. The person you are waiting for will come."
2D7,B9A88E,DATA16_B9A88E,Text_2D7_Town_MisfortuneNothingTurnOutGood,Town,56,112,"""Misfortune"" Nothing will turn out good."
2D8,B9A8FE,DATA16_B9A8FE,Text_2D8_Romance_SeeBetterDevelopMywayMyself,Romance,43,86,I see. I'd better develop myway by myself.
2D9,B9A954,DATA16_B9A954,Text_2D9_Dialog_WhmmmGoingGoodYear,Dialog,39,78,Whmmm:it's going to be good this year.
2DA,B9A9A2,DATA16_B9A9A2,Text_2DA_Dialog_MayYearGoodYearfor,Dialog,37,74,May this year be a good yearfor you.
2DB,B9A9EC,DATA16_B9A9EC,Text_2DB_Dialog_SeeFirstSunriseBeginningYear,Dialog,66,132,We should see the first sunrise at the beginning of the year.
2DC,B9AA70,DATA16_B9AA70,Text_2DC_Dialog_Best,Dialog,19,38,well:do your best.
2DD,B9AA96,DATA16_B9AA96,Text_2DD_Animal_NowAnnualEggSearchinggameAutumn,Animal,208,416,"Now:the annual egg searchinggame in autumn, The rule is simple. The first person that finds the same colored egg as the one I show wins the game. May I begin now? Yes No<CHOICE_OR_WAIT>c"
2DE,B9AC36,DATA16_B9AC36,Text_2DE_Dialog_GoFirstOne,Dialog,34,68,"Here we go, First one is this,"
2DF,B9AC7A,DATA16_B9AC7A,Text_2DF_Dialog_ComeHurryUpTimeRunning,Dialog,44,88,"Come on, Hurry up, The time is running out."
2E0,B9ACD2,DATA16_B9ACD2,Text_2E0_Dialog_BeatenThoseYoungKids,Dialog,40,80,I won't be beaten by those young kids.
2E1,B9AD22,DATA16_B9AD22,Text_2E1_Dialog_PrizeJuice,Dialog,20,40,Is the prize juice?
2E2,B9AD4A,DATA16_B9AD4A,Text_2E2_Dialog_SayWinnerGettheGreatPrize,Dialog,45,90,They say the winner will getthe great prize.
2E3,B9ADA4,DATA16_B9ADA4,Text_2E3_Dialog_LittleKidsNeedHandicap,Dialog,27,54,Little kids need handicap.
2E4,B9ADDA,DATA16_B9ADDA,Text_2E4_Dialog_AlrightTryWinYear,Dialog,39,78,Alright:I'll try to win this year.
2E5,B9AE28,DATA16_B9AE28,Text_2E5_Town_HearPrizeSeedRareFlower,Town,48,96,I hear the prize is a seed of the rare flower.
2E6,B9AE88,DATA16_B9AE88,Text_2E6_Dialog_IfExWereFindVery,Dialog,49,98,If <CTRL_FFFD>ex were here:he would find it very quickly.
2E7,B9AEEA,DATA16_B9AEEA,Text_2E7_Dialog_SameColorGetPointNext,Dialog,66,132,"Yes:that's the same color. You get <CTRL_B3> point. Next is this one,"
2E8,B9AF6E,DATA16_B9AF6E,Text_2E8_Romance_GameOverAnnouncingWinnerEverybody,Romance,84,168,OK:the game is over. I'm announcing the winner. Everybody:come here:please.
