index_hex,snes_addr,bank,label,category,text_preview
26A,B8EC16,B8,Text_26A_Romance_OofSorryFeelGoodHave,Romance,....oof:sorry.I don't feel good...no:no:no... I have to eat it with gratitude even if there's something strange in it. Right?
26B,B8ED30,B8,Text_26B_Dialog_TaraaaImprovedAutoHarvestingMachine,Dialog,"Taraaa,Improved Auto Harvesting Machine, Turn it on, OK No<CHOICE_OR_WAIT>c"
26C,B8EDEA,B8,Text_26C_Dialog_Weird,Dialog,...Weird.
26D,B8EDFE,B8,Text_26D_Dialog_HaHaHaHaHa,Dialog,"....Ha-ha-ha-ha-ha,Yes:I hadjuice and now I can see butterflies flying."
26E,B8EE96,B8,Text_26E_Festival_StarNightFestivaltomorrowCoupleofPlaces,Festival,It's the Star Night Festivaltomorrow. There are a coupleof places for it so you should ask the townsfolk to decide where to go.
26F,B8EF96,B8,Text_26F_Dialog_WildGrapeJuiceSweetGood,Dialog,It's the wild grape juice. It's sweet and good. Want totry? Yes No<CHOICE_OR_WAIT>c
270,B8F052,B8,Text_270_Dialog_CheersGiftsEarth,Dialog,"Cheers for gifts from the earth,"
271,B8F098,B8,Text_271_Dialog_VerySociable,Dialog,You are not very sociable: aren't you?
272,B8F0E8,B8,Text_272_Animal_FlowerFestivalTomorrowStopWork,Animal,It's the Flower Festival tomorrow. I'll stop work earlier and come to the public square at <CTRL_B5>:<CTRL_B2><CTRL_B2>. If you have livestock:you'd better feed them before the festival.I'll definitelypick up the shippin
273,B8F2FA,B8,Text_273_Weather_InformationEventHaveAnnualeggFestival,Weather,This is information of an event. We'll have the annualegg festival. The weather is very good. Ladies and gentlemen:you arecordially invited to take part.
274,B8F436,B8,Text_274_Animal_EggFestivalTomorrowStopWork,Animal,It's Egg Festival tomorrow. I'll stop work earlier and come to the public square by <CTRL_B5>:<CTRL_B2><CTRL_B2>.If you have livestock:you'd better feed them before the festival. I'll definitely pick up the shipping good
275,B8F61C,B8,Text_275_Dialog_KidneyPieProudTryC,Dialog,It's the kidney pie I'm proud of. Won't you try it? Yes No<CHOICE_OR_WAIT>c
276,B8F6D6,B8,Text_276_Dialog_VeryNourishingThough,Dialog,It's very nourishing though.
277,B8F71E,B8,Text_277_Mountain_YearOldBerryJuiceSmells,Sign,It's the <CTRL_B5> year old berry juice.Smells good:huh? Do you want it? Yes No<CHOICE_OR_WAIT>c
278,B8F7F0,B8,Text_278_Dialog_MyGrandpasFavoriteJuice,Dialog,It's my grandpa's favorite juice.
279,B8F836,B8,Text_279_Dialog_DrinkMyJuice,Dialog,"What? Can't you drink my juice,?"
27A,B8F87E,B8,Text_27A_Romance_MayAbleHavePleasantMoments,Romance,May we be able to have pleasant moments for ever.
27B,B8F8EC,B8,Text_27B_Romance_UltraSpecialAutoHarvestingMachine,Romance,"This is it, Ultra Special Auto harvesting Machine,,, .....Hey:you don't seem to trust me.Don't say a word: just turn it on, On, Push I'd never push<CHOICE_OR_WAIT>c"
27C,B8FA4E,B8,Text_27C_Dialog_WhetherLikeItor,Dialog,It's not whether you like itor not.
27D,B8FA96,B8,Text_27D_Dialog_FreshIngredientsAffectionNecessaryMake,Dialog,"Fresh ingredients and affection are necessary to make dishes delicious,"
27E,B8FB34,B8,Text_27E_Dialog_TastyRiceBallsDumplingsTry,Dialog,"Tasty rice balls and dumplings, Won't you try some? They are all delicious,"
27F,B8FBF2,B8,Text_27F_Dialog_Congratulations,Dialog,"Congratulations,"
280,B8FC14,B8,Text_280_Dialog_GoingHaveBabyprettySoon,Dialog,You are going to have a babypretty soon.
281,B8FC66,B8,Text_281_Romance_HoHoLookBabyCute,Romance,Ho-ho:look at this baby. It's a cute baby girl.
282,B8FCCC,B8,Text_282_Dialog_HaveMyPartnerYoudBetter,Dialog,Oh:I have my partner. You'd better try to find one for you.
283,B8FD46,B8,Text_283_Festival_WantDanceSomeoneElse,Festival,I...I want to dance with someone else.
284,B8FD9A,B8,Text_284_Festival_YoungManDanceYoungGirl,Festival,A young man should dance with a young girl.
285,B8FDF8,B8,Text_285_Dialog_BringMeMoreJuice,Dialog,"Bring me more juice,"
286,B8FE22,B8,Text_286_Dialog_WasDelicious,Dialog,Was it delicious?
287,B8FE46,B8,Text_287_Festival_WantDanceSomeoneElse,Festival,No:I want to dance with someone else:not you.
288,B8FEAA,B8,Text_288_Festival_YeahWantDanceMaria,Festival,"Yeah:I want to dance with Maria,"
289,B8FEF0,B8,Text_289_Festival_NewYearsFestivaltomorrowSayThelast,Festival,It's the New Year's festivaltomorrow. You should say thelast hello of this year.
28A,B98000,B9,Text_28A_Festival_DanceButMeansMoreBecause,Festival,It's just a dance but it means more because you choose your partner here.
28B,B980A4,B9,Text_28B_Festival_WhoGoingAskDanceGoing,Festival,Who are you going to ask to dance? You are going to ....no:forget it.
28C,B98138,B9,Text_28C_Romance_NeverCancelChooseCarefullyRegret,Romance,You can never cancel it. So choose carefully so you won't regret.
28D,B981C4,B9,Text_28D_Festival_ThanksgivingFestivalTomorrowNiceSmell,Festival,It's the Thanksgiving Festival tomorrow. Nice smell of baking cakes fills the whole town. Dad:it'll be fun.
28E,B982C8,B9,Text_28E_Festival_ThanksgivingFestivalTomorrowAllHusbands,Festival,It's the Thanksgiving Festival tomorrow. It's for all the husbands and fathers who are always working hard and women bake cakes for them to show thanks. I suggest you to come to town if possible.
28F,B9846C,B9,Text_28F_Romance_BecauseGirlsGiveCakesPeople,Romance,because girls give cakes to people they like. If you have time: I suggest you come to town.
290,B9852A,B9,Text_290_Diary_GoingBedNowGoodNight,Diary,I'm going to bed now. Good night.
291,B9857A,B9,Text_291_Dialog_HehHehVeryDeliciousWant,Dialog,"Heh-heh This is very delicious, Want to try some? Eat it I don't' want it<CHOICE_OR_WAIT>c"
292,B98654,B9,Text_292_Festival_ThanksgivingFestivalTodayDarlingThank,Festival,It's Thanksgiving Festival today. Here you are: darling. Thank you for working hard for me every day.
293,B98732,B9,Text_293_Dialog_WorkNow,Dialog,Please work well from now on.
294,B9877A,B9,Text_294_Dialog_Fidgety,Dialog,Fidgety...
295,B98790,B9,Text_295_Dialog_ThumpThumpThump,Dialog,Thump:thump:thump...
296,B987BA,B9,Text_296_Animal_EllenGoodCookAndtakesGood,Animal,Yes:Ellen is a good cook andtakes good care of the livestock. She is a nice and steady girl. Don't you think so?
297,B988AC,B9,Text_297_Romance_LoveMyWifesCakeBut,Romance,I love my wife's cake but mydaughter's makes me so much happier.
298,B9892E,B9,Text_298_Dialog_ScorchedCakeAgain,Dialog,I scorched the cake again.
299,B98964,B9,Text_299_Dialog_WhatShouldIDo,Dialog,What should I do?
29A,B98988,B9,Text_29A_Romance_AnnsHandMadeCakeExplode,Romance,Ann's hand-made cake...it won't explode:will it?
29B,B989EE,B9,Text_29B_Romance_GetCakeMariaEveryYear,Romance,I get a cake from Maria every year.
29C,B98A3E,B9,Text_29C_Romance_YeahGotCakeMaria,Romance,"Yeah:I got a cake from Maria,"
29D,B98A84,B9,Text_29D_Animal_AbleBakePerfectlyDeliciousCake,Animal,"I'll be able to bake a perfectly delicious cake when I get older, Gee,"
29E,B98B22,B9,Text_29E_Dialog_HopeLike,Dialog,Hi:well...it's for you.I hope you like it.
29F,B98B7E,B9,Text_29F_Romance_UummThankWorkingEveryDay,Romance,uumm:thank you for working every day.
2A0,B98BCC,B9,Text_2A0_Dialog_Hello,Dialog,Hello.
2A1,B98BDA,B9,Text_2A1_Dialog_GiveNotsureIfTastesGood,Dialog,I'll give it to you. I'm notsure if it tastes good or not.
2A2,B98C54,B9,Text_2A2_Dialog_WantMedicineCase,Dialog,You want medicine just in case?
2A3,B98C98,B9,Text_2A3_Dialog_MyDadRudeLookedatMy,Dialog,My dad is so rude. He lookedat my cake carefully before he ate it.
2A4,B98D1E,B9,Text_2A4_Dialog_SpecialHerbCake,Dialog,Here it is. It's a special herb cake.
2A5,B98D6C,B9,Text_2A5_Dialog_LookVeryGoodButDelicious,Dialog,It doesn't look very good but isn't it delicious?
2A6,B98DD4,B9,Text_2A6_Dialog_MyMomWanderingAroundBaked,Dialog,My mom is wandering around with a baked cake in her hands since this morning.
2A7,B98E78,B9,Text_2A7_Animal_UsedPlentyMilkEggs,Animal,I used plenty of milk and eggs.
2A8,B98EBC,B9,Text_2A8_Dialog_HaveConfidenceMakingSweets,Dialog,I have confidence in making sweets.
2A9,B98F04,B9,Text_2A9_Dialog_ProbablyThinkMonkeySomethingRight,Dialog,Hey:you probably think I'm a monkey or something: right? .........That's OK with me though.
2AA,B98FCA,B9,Text_2AA_Dialog_CakeFulledBerries,Dialog,This is a cake fulled with berries.
2AB,B99014,B9,Text_2AB_Dialog_HopeLike,Dialog,I hope you like it.
2AC,B9903C,B9,Text_2AC_Festival_NowStarNightFestivalTomorrow,Festival,Now it's the Star Night Festival tomorrow. It'll be nice with the clear blue sky so you'll see the beautiful star at night.
2AD,B99148,B9,Text_2AD_Animal_StarNightFestivalSupposedPray,Animal,On the Star Night Festival you are supposed to pray forthe night when you can see the most beautiful stars of the year.
2AE,B99248,B9,Text_2AE_Dialog_LookSkyItllBeautifulTomorrow,Dialog,Look at the sky. It'll be really beautiful tomorrow night.
2AF,B992C6,B9,Text_2AF_Church_GoingPlayOrganChurch,Church,I'm going to play organ at the church.
2B0,B99316,B9,Text_2B0_Dialog_TomorrowHehHehGoingWonderful,Dialog,Tomorrow? Heh-heh:I'm going to a wonderful place.
2B1,B9937A,B9,Text_2B1_Dialog_SayGoingNearestplaceStars,Dialog,Say:I'm going to the nearestplace to the stars.
2B2,B993DA,B9,Text_2B2_Church_PrayPublicSquareRomantic,Church,We'll pray at the public square. So romantic.
2B3,B9943C,B9,Text_2B3_Dialog_LetsHaveBallTomorrowWaiting,Dialog,Let's have a ball tomorrow. I'm waiting for you.
2B4,B9949E,B9,Text_2B4_Festival_StarNightFestivaltomorrowGoingPlace,Festival,It's the Star Night Festivaltomorrow. I'm going to the place I always go.
2B5,B99534,B9,Text_2B5_Festival_StarNightFestivaltomorrowGoingPlace,Festival,"It's the Star Night Festivaltomorrow, I'm going to the place I always go so please come see me there."
2B6,B99602,B9,Text_2B6_Sign_StarNightFestivaltodayGoPublic,Sign,"It's the Star Night Festivaltoday, Where should I go? Public square Mountain top Church Spa Bar<CHOICE_OR_WAIT>f"
2B7,B996EA,B9,Text_2B7_Church_LadiesGentlemenLetsPrayStars,Church,Well: ladies and gentlemen. Let's pray for the stars.
2B8,B99756,B9,Text_2B8_Animal_LightStarsSeeingNowMillions,Animal,The light of the stars we are seeing now is that of millions of years ago. It's mysterious when I thinkof it.
2B9,B9983A,B9,Text_2B9_Dialog_MayMyBusinessGetBetter,Dialog,...May my business get better.
2BA,B99882,B9,Text_2BA_Dialog_WantMeReadHoroscopeSure,Dialog,Do you want me to read your horoscope? Sure No thanks<CHOICE_OR_WAIT>c
2BB,B99920,B9,Text_2BB_Romance_GirlWhoGetsAlongWellwith,Romance,"The girl who gets along wellwith you is no one but <CTRL_FFFD>fw,"
2BC,B9999A,B9,Text_2BC_Dialog_WantKnow,Dialog,Really? Don't you want to know?
2BD,B999DE,B9,Text_2BD_Animal_CloseMyEyesFeellikeFloating,Animal,When I close my eyes: I feellike I'm floating in the night sky.
2BE,B99A64,B9,Text_2BE_Church_PrayEverybodysGoodHealthSecret,Church,What did I pray for? Everybody's good health. ....And.. It's a secret.
2BF,B99B06,B9,Text_2BF_Romance_StarsShinningAllTimeSeethem,Romance,The stars are shinning all the time. You just can't seethem because of those lights and stuff on the earth. And same as the stars:the truth and love always exist. You just don'tsee. Yes:it's true.
2C0,B99CA4,B9,Text_2C0_Church_SometimesWorkEvenifMuchLove,Church,It sometimes won't work evenif we are so much in love: will it? In that case: all you have to do is pray: I guess.
2C1,B99D8E,B9,Text_2C1_Diary_FeelSleepyNow,Diary,...I feel sleepy now.
2C2,B99DBA,B9,Text_2C2_Dialog_Zzzzzzz,Dialog,Zzzzzzz.....
2C3,B99DD4,B9,Text_2C3_Dialog_ThinkHaveGoodDreamTonight,Dialog,I think I'll have a good dream tonight.
2C4,B99E2A,B9,Text_2C4_Romance_GoodEveningUmmWishweAlso,Romance,Good evening. ....Umm:I wishwe could also spend some time together nextyear.
2C5,B99ECA,B9,Text_2C5_Dialog_LetsSingSongEnjoyYourselves,Dialog,"Let's sing a song. Enjoy yourselves,"
2C6,B99F26,B9,Text_2C6_Dialog_NowSingSomething,Dialog,"Now:you sing something,"
2C7,B99F56,B9,Text_2C7_Dialog_HappenedTonightCoincidentHappensToo,Dialog,I happened to be here tonight...well..it's coincident...and she happens to be here too.
2C8,B9A020,B9,Text_2C8_Romance_AhGoodEveningNinaAlways,Romance,Ah:good evening. Nina? She always goes somewhere alone. I wonder where she's been?
2C9,B9A0D4,B9,Text_2C9_Dialog_CheersBeautifulSkyinNight,Dialog,"Cheers for the beautiful skyin the night,"
2CA,B9A128,B9,Text_2CA_Dialog_HavingFunCheersFateStar,Dialog,"Hi, Are you having fun? cheers for the fate of the star of having met you,"
2CB,B9A1C8,B9,Text_2CB_Romance_SeeSeeShootingStarEvery,Romance,Did you see it? I see a shooting star every year. Don't tell anybody about this place. It's a secret between us. OK?
2CC,B9A2C2,B9,Text_2CC_Romance_MakeWishNinaWishedTitter,Romance,Did you make a wish? Nina wished... ..titter.. it's a secret.
2CD,B9A350,B9,Text_2CD_Dialog_TakeHotSpringBathWatching,Sign,I take a hot spring bath: watching stars like this. It's just like paradise: isn't it?
2CE,B9A406,B9,Text_2CE_Church_MayEverybodyLiveHappilyNow,Church,May everybody live happily. Now let's pray together.
2CF,B9A470,B9,Text_2CF_Church_HavePrayedAlreadyAlsoImportant,Church,Have you prayed already? Also it's important to choose a goal at the beginning of the year.
2D0,B9A538,B9,Text_2D0_Dialog_MayEarthGiveUsGifts,Dialog,May the earth give us gifts this year too.
2D1,B9A58E,B9,Text_2D1_Dialog_YearTell,Dialog,This...this year: I'll tell her...
2D2,B9A5D4,B9,Text_2D2_Dialog_MayMyBusinessGoThisyear,Dialog,May my business go well thisyear too.
2D3,B9A620,B9,Text_2D3_Town_AlrightTellingFortuneC,Town,Alright: I'm telling your fortune. Yes No<CHOICE_OR_WAIT>c
2D4,B9A6AC,B9,Text_2D4_Dialog_PickUpAnyCardLike,Dialog,Pick up any card you like. Top Middle Bottom<CHOICE_OR_WAIT>d
2D5,B9A764,B9,Text_2D5_Romance_ExcellentLuckGreatHarvestEverything,Romance,"""Excellent luck"" Great harvest, Everything goes well,"
2D6,B9A800,B9,Text_2D6_Dialog_LuckFairHarvestPersonWaiting,Dialog,"""Luck"" Fair harvest. The person you are waiting for will come."
2D7,B9A88E,B9,Text_2D7_Town_MisfortuneNothingTurnOutGood,Town,"""Misfortune"" Nothing will turn out good."
2D8,B9A8FE,B9,Text_2D8_Romance_SeeBetterDevelopMywayMyself,Romance,I see. I'd better develop myway by myself.
2D9,B9A954,B9,Text_2D9_Dialog_WhmmmGoingGoodYear,Dialog,Whmmm:it's going to be good this year.
2DA,B9A9A2,B9,Text_2DA_Dialog_MayYearGoodYearfor,Dialog,May this year be a good yearfor you.
2DB,B9A9EC,B9,Text_2DB_Dialog_SeeFirstSunriseBeginningYear,Dialog,We should see the first sunrise at the beginning of the year.
2DC,B9AA70,B9,Text_2DC_Dialog_Best,Dialog,well:do your best.
2DD,B9AA96,B9,Text_2DD_Animal_NowAnnualEggSearchinggameAutumn,Animal,"Now:the annual egg searchinggame in autumn, The rule is simple. The first person that finds the same colored egg as the one I show wins the game. May I begin now? Yes No<CHOICE_OR_WAIT>c"
2DE,B9AC36,B9,Text_2DE_Dialog_GoFirstOne,Dialog,"Here we go, First one is this,"
2DF,B9AC7A,B9,Text_2DF_Dialog_ComeHurryUpTimeRunning,Dialog,"Come on, Hurry up, The time is running out."
2E0,B9ACD2,B9,Text_2E0_Dialog_BeatenThoseYoungKids,Dialog,I won't be beaten by those young kids.
2E1,B9AD22,B9,Text_2E1_Dialog_PrizeJuice,Dialog,Is the prize juice?
2E2,B9AD4A,B9,Text_2E2_Dialog_SayWinnerGettheGreatPrize,Dialog,They say the winner will getthe great prize.
2E3,B9ADA4,B9,Text_2E3_Dialog_LittleKidsNeedHandicap,Dialog,Little kids need handicap.
2E4,B9ADDA,B9,Text_2E4_Dialog_AlrightTryWinYear,Dialog,Alright:I'll try to win this year.
2E5,B9AE28,B9,Text_2E5_Town_HearPrizeSeedRareFlower,Town,I hear the prize is a seed of the rare flower.
2E6,B9AE88,B9,Text_2E6_Dialog_IfExWereFindVery,Dialog,If <CTRL_FFFD>ex were here:he would find it very quickly.
2E7,B9AEEA,B9,Text_2E7_Dialog_SameColorGetPointNext,Dialog,"Yes:that's the same color. You get <CTRL_B3> point. Next is this one,"
2E8,B9AF6E,B9,Text_2E8_Romance_GameOverAnnouncingWinnerEverybody,Romance,OK:the game is over. I'm announcing the winner. Everybody:come here:please.
2E9,B9B016,B9,Text_2E9_Dialog_BingoCorrectNextOne,Dialog,"Bingo, You are correct. Next is this one,"
2EA,B9B072,B9,Text_2EA_Animal_WinnerYearsEggFestivalMr,Animal,"The winner of this year's Egg Festival is Mr. <CTRL_FFFD>ey,"
2EB,B9B0F4,B9,Text_2EB_Sign_YearsPrizeFodderOneWhole,Sign,"This year's prize is the fodder for one whole month, I'll deliver it to your ranch."
2EC,B9B1A2,B9,Text_2EC_Dialog_CongratulationsDeliverPrizeHome,Dialog,"Congratulations, I'll deliver the prize to your home."
2ED,B9B21E,B9,Text_2ED_Romance_NowEverybodyLetsBestYear,Romance,"Now:everybody:let's do our best this year too,"
2EE,B9B27E,B9,Text_2EE_Dialog_HumiliatingYoungMen,Dialog,How humiliating you are: young men.
2EF,B9B2CC,B9,Text_2EF_Dialog_PhewLikeUsually,Dialog,Phew: I just couldn't do it like I usually do.
2F0,B9B32A,B9,Text_2F0_Dialog_HicHaveCome,Dialog,Hic...shouldn't have come here.
2F1,B9B36E,B9,Text_2F1_Dialog_PuffPuff,Dialog,Puff-puff.
2F2,B9B384,B9,Text_2F2_Dialog_PuffPuffSpeakMe,Dialog,Puff-puff...don't...speak...to me...please?
2F3,B9B3DC,B9,Text_2F3_Town_SeedFlowerWhoSaid,Town,Hey:it's not a seed of a flower. Who said that?
2F4,B9B442,B9,Text_2F4_Dialog_PhewGoodHealthyBodyExercise,Dialog,Phew:it's good for healthy body to do exercise sometimes.
2F5,B9B4C8,B9,Text_2F5_Festival_NewYearsFestivalLetsGo,Festival,"New Year's Festival, Let's go see the first sunrise,"
2F6,B9B534,B9,Text_2F6_Manual_SeedGrassThisgrassGrowsWithout,Manual,That's a seed of grass. Thisgrass grows without watering. It's <$00B7><CTRL_B2><CTRL_B2>G. Want it? Buy Not buy Money <CTRL_FFFC>hv<CTRL_B2>G<CHOICE_OR_WAIT>c
2F7,B9B66E,B9,Text_2F7_Dialog_ThankDeliverShed,Dialog,Thank you. I'll deliver it to your shed.
2F8,B9B6C2,B9,Text_2F8_Dialog_ThankVeryMuch,Dialog,Thank you very much.
2F9,B9B6EC,B9,Text_2F9_Dialog_AhHaveEnoughMoney,Dialog,Ah:you don't have enough money for it.
2FA,B9B740,B9,Text_2FA_Dialog_ThankComeVisitMeAgain,Dialog,Thank you. Come visit me again.
2FB,B9B786,B9,Text_2FB_Manual_BuyingCowThenGiveBell,Manual,Will you be buying a cow? Then I'll give you this bell. Cows gather when they hear the sound of this bell. But don't ring it so often. It makes you tired. Well: I'll deliver it with the cow.
2FC,B9B924,B9,Text_2FC_Shop_SpecialPaintHouseOnlyG,Sign,It's the special paint for the house only. It's <CTRL_B3><$00B7><CTRL_B2><CTRL_B2>G but do you want to buy it? Yes No Money <CTRL_FFFC>hw<CTRL_B2>G<CHOICE_OR_WAIT>c
2FD,B9BA58,B9,Text_2FD_Dialog_ThankDeliverShed,Dialog,Thank you. I'll deliver it to your shed.
2FE,B9BAAC,B9,Text_2FE_Dialog_GoodStuffThough,Dialog,It's good stuff though.
2FF,B9BADC,B9,Text_2FF_Dialog_HaveEnoughMoney,Dialog,Oh:you don't have enough money for it.
300,B9BB30,B9,Text_300_Animal_HorseHasBecomeBigMade,Animal,Oh:your horse has become big. I made saddle bags for your horse. Just put the shipping items in the saddle bags. It'll bevery convenient since your horse will carry them for you.
301,B9BCA0,B9,Text_301_Animal_MedicineCowsSickHealsOnly,Animal,That's medicine for the cows. Are they sick? It heals only by using it for the cows. the price is...mmm...<CTRL_B3><CTRL_B2><CTRL_B2><CTRL_B2>G. You usually have to take good care of them. Buy Not buy Money <CTRL_FFFC>hx
302,B9BE94,B9,Text_302_Dialog_DeliverShed,Dialog,I'll deliver it to your shed.
303,B9BED8,B9,Text_303_Dialog_Aha,Dialog,"Aha,"
304,B9BEE2,B9,Text_304_Diary_HaveEnoughMoneyComeBack,Diary,What? You don't have enough money. Come back again when you have saved enough money.
305,B9BF8C,B9,Text_305_Animal_WantTodayBuyCowSell,Animal,Hi: what do you want today? Buy a cow Sell a cow Buy a chicken Sell a chicken<CHOICE_OR_WAIT>e
306,B9C056,B9,Text_306_Animal_NeedHaveMoreGrassRaise,Animal,You need to have more grass to raise livestock.
307,B9C0B6,B9,Text_307_Animal_CowCostsGBuyingOne,Animal,A cow costs <$00B7><CTRL_B2><CTRL_B2><CTRL_B2>G so will you be buying one? Buy Not buy Money <CTRL_FFFC>hy<CTRL_B2>G<CHOICE_OR_WAIT>c
308,B9C1A2,B9,Text_308_Dialog_DeliverPen,Dialog,I'll deliver it to your pen.
309,B9C1DC,B9,Text_309_Animal_IfWantSellCowsAgain,Animal,"If you want to sell cows again:please contact me. Bye,"
30A,B9C256,B9,Text_30A_Animal_ChickenCostsGButWant,Animal,A chicken costs <CTRL_B3><CTRL_B2><CTRL_B2><CTRL_B2>G but do you want one? Buy Not buy Money <CTRL_FFFC>hz<CTRL_B2>G<CHOICE_OR_WAIT>c
30B,B9C33E,B9,Text_30B_Dialog_ComePickUpLaterLet,Dialog,OK:I'll come pick it up later so let it be at the entrance of your ranch today.
30C,B9C3EA,B9,Text_30C_Animal_PutCowPenTakeGood,Animal,"Hey:I put the cow in the pen. Take good care. Alright:the first thing is to name it with affection. Bye,"
30D,B9C4D2,B9,Text_30D_Animal_EvenThinkSellingCowCondition,Animal,Hey you:don't even think of selling a cow in this condition. Consider it again.
30E,B9C57E,B9,Text_30E_Shipping_CostsEaGWanttoSell,Shipping,It costs <CTRL_FFFC>eA<CTRL_B2>G. Do you wantto sell it? Sell Not sell Money <CTRL_FFFC>hB<CTRL_B2>G<CHOICE_OR_WAIT>c
30F,B9C65A,B9,Text_30F_Dialog_TakeMe,Dialog,"OK, I'll take it with me."
310,B9C68E,B9,Text_310_Dialog_AcceptUntilItsgrownMore,Dialog,I can't accept it until it'sgrown more.
311,B9C6DE,B9,Text_311_Dialog_OutsideTakeWithyouItllEat,Dialog,It's outside so take it withyou. It'll eat grass by himself so let it be outside. But once it's in the pen:feed it properly.
312,B9C7E4,B9,Text_312_Manual_MilkerMilkUsingTowardCow,Manual,It's a milker. You can milk by using it toward a cow. It's <CTRL_B3><$00BA><CTRL_B2><CTRL_B2>G. Buy Not buy Money <CTRL_FFFC>hC<CTRL_B2>G<CHOICE_OR_WAIT>c
313,B9C8FA,B9,Text_313_Dialog_SorryButAccept,Dialog,Sorry but we can't accept that.
314,B9C93E,B9,Text_314_Manual_BrushCowsBecomeHappyBrush,Manual,It's a brush for cows. They become happy when you brush them with affection. Once a day is enough. It's <$00BA><CTRL_B2><CTRL_B2>G. Buy Not buy Money <CTRL_FFFC>hD<CTRL_B2>G<CHOICE_OR_WAIT>c
315,B9CAB4,B9,Text_315_Animal_FatherHeavenHelpPreciousCow,Animal,Our Father in Heaven:please help his precious cow rest.
316,B9CB24,B9,Text_316_Animal_IdiotTellTakeCareCows,Animal,...Are you an idiot? Didn't I tell you to take care of cows carefully? If they become sick next time:give them the medicine right away.
317,B9CC3C,B9,Text_317_Dialog_GreatCalfWasBornName,Dialog,"Great, A calf was born, OK: I'll name it."
318,B9CC90,B9,Text_318_Dialog_CalfAlrightName,Dialog,"What? .....a calf, Alright: I'll name it."
319,B9CCE4,B9,Text_319_Dialog_Name,Dialog,Its name is ..... you do it.
31A,B9CD1E,B9,Text_31A_Shipping_AllShippingtodayCostsGIntotal,Shipping,Is that all you are shippingtoday? It costs <CTRL_FFFC>hE<CTRL_B2>G intotal. I'll put money in the box tomorrow.
31B,B9CDDC,B9,Text_31B_Shipping_ShippingTodayBye,Shipping,Is there no shipping today? OK:bye.
31C,B9CE24,B9,Text_31C_Sign_BusinessHoursWeekdayPmWeekend,Sign,Business hours Weekday: <$00B9>:<CTRL_B2><CTRL_B2>am - <$00B7>:<CTRL_B2><CTRL_B2>pm Weekend <$0040> holiday: closed
31D,B9CEC8,B9,Text_31D_Dialog_ThrowThingsSpring,Dialog,Don't throw things in the spring.
31E,B9CF10,B9,Text_31E_Manual_GoddessSpringExpectMeCome,Manual,"Hi, How do you do? I'm Goddess of Spring. Did you expect me to come out? By the way:I have a question. Is this gold axe the one you dropped.? Yes No<CHOICE_OR_WAIT>c"
31F,B9D08C,B9,Text_31F_Church_LyingYoursThisoneGodKnows,Church,You are lying. Yours is thisone. No:God knows everything. Bye.
320,B9D11E,B9,Text_320_Manual_FoundHonestPersonGivingThisgold,Manual,"Oh yes:I've found an honest person,, I'm giving you thisgold axe. ...No:you don't have to thank me. I'm so happy to meet someone honest like you. Bye now. Keep up with your work."
321,B9D292,B9,Text_321_Manual_ExcuseMeButBorrowHammer,Manual,Excuse me but can I borrow your hammer? OK No<CHOICE_OR_WAIT>c
322,B9D326,B9,Text_322_Animal_ThankPutMorePowerReturn,Animal,Thank you. I'll put it more power when I return it.
323,B9D38E,B9,Text_323_Dialog_AskAnyMore,Dialog,"What? I won't ask you any more,"
324,B9D3D2,B9,Text_324_Animal_PlowFieldBeforeSpringBut,Animal,You can plow the field before spring. But I hear it's a little damaged when it comes to spring.
325,B9D4A0,B9,Text_325_Dialog_HasRanchBecomeLively,Dialog,How do you do? Has your ranch become lively?
326,B9D502,B9,Text_326_Dialog_GoOut,Dialog,You can go out from here.
327,B9D536,B9,Text_327_Manual_RanchUseSickleTheshedHows,Manual,Hey:are you from the ranch? Do you use the sickle in theshed? How's it working? Very good Don't use it often<CHOICE_OR_WAIT>c
328,B9D614,B9,Text_328_Dialog_WowMadeHappyMakeBetter,Dialog,"Wow, I made it.I'm so happy.I'll make it better. Look forward to it."
329,B9D6AC,B9,Text_329_Dialog_UseMadeAllMyEnergy,Dialog,"Really? Don't you use it? I made it with all my energy,"
32A,B9D72C,B9,Text_32A_Dialog_ByeBye,Dialog,Bye-Bye.
32B,B9D73E,B9,Text_32B_Dialog_GiGiveMeSomethingEat,Dialog,Gi....give me something to eat.
32C,B9D780,B9,Text_32C_Mountain_MushroomIfPossibleWantaMushroom,Sign,Mushroom if possible. I wanta mushroom.....
32D,B9D7D8,B9,Text_32D_Dialog_PhewAliveNowThankVery,Dialog,Phew:I'm alive now. Thank you very much. I didn't eat anything for <CTRL_B5> days. I need to give you something. Take a look in the shed tomorrow.
32E,B9D908,B9,Text_32E_Mountain_PoisonousMushroomKillKnow,Sign,"That's a poisonous mushroom,It will kill you:you know."
32F,B9D976,B9,Text_32F_Mountain_MashMushroomWantNothingBut,Sign,mash..mushroom... I want nothing but a mushroom.
330,B9D9DE,B9,Text_330_Dialog_StopRabbitMineDoingLet,Dialog,"Stop that,, That rabbit is mine. What are you doing to it? Let it loose Just watching<CHOICE_OR_WAIT>c"
331,B9DAB4,B9,Text_331_Shop_IfBuyGWantPay,Sign,If you buy it with <CTRL_B3><CTRL_B2><CTRL_B2><CTRL_B2>G: you can do what you want. Pay Not pay Money <CTRL_FFFC>gF<CTRL_B2>G<CHOICE_OR_WAIT>c
