index_hex,bank,snes_addr,label,category,max_words,old_bytes,edited_words,edited_bytes,delta_words,delta_bytes,status,repoint_label,suggested_pointer_line,note
2C2,B9,B99D8E,Text_2C1_Diary_FeelSleepyNow,Diary,22,44,,,,,UNCHANGED,,,
2C3,B9,B99DBA,Text_2C2_Dialog_Zzzzzzz,Dialog,13,26,,,,,UNCHANGED,,,
2C4,B9,B99DD4,Text_2C3_Dialog_ThinkHaveGoodDreamTonight,Dialog,43,86,,,,,UNCHANGED,,,
2C5,B9,B99E2A,Text_2C4_Romance_GoodEveningUmmWishweAlso,Romance,80,160,,,,,UNCHANGED,,,
2C6,B9,B99ECA,Text_2C5_Dialog_LetsSingSongEnjoyYourselves,Dialog,46,92,,,,,UNCHANGED,,,
2C7,B9,B99F26,Text_2C6_Dialog_NowSingSomething,Dialog,24,48,,,,,UNCHANGED,,,
2C8,B9,B99F56,Text_2C7_Dialog_HappenedTonightCoincidentHappensToo,Dialog,101,202,,,,,UNCHANGED,,,
2C9,B9,B9A020,Text_2C8_Romance_AhGoodEveningNinaAlways,Romance,90,180,,,,,UNCHANGED,,,
2CA,B9,B9A0D4,Text_2C9_Dialog_CheersBeautifulSkyinNight,Dialog,42,84,,,,,UNCHANGED,,,
2CB,B9,B9A128,Text_2CA_Dialog_HavingFunCheersFateStar,Dialog,80,160,,,,,UNCHANGED,,,
2CC,B9,B9A1C8,Text_2CB_Romance_SeeSeeShootingStarEvery,Romance,125,250,,,,,UNCHANGED,,,
2CD,B9,B9A2C2,Text_2CC_Romance_MakeWishNinaWishedTitter,Romance,71,142,,,,,UNCHANGED,,,
2CE,B9,B9A350,Text_2CD_Dialog_TakeHotSpringBathWatching,Dialog,91,182,,,,,UNCHANGED,,,
2CF,B9,B9A406,Text_2CE_Church_MayEverybodyLiveHappilyNow,Church,53,106,,,,,UNCHANGED,,,
2D0,B9,B9A470,Text_2CF_Church_HavePrayedAlreadyAlsoImportant,Church,100,200,,,,,UNCHANGED,,,
2D1,B9,B9A538,Text_2D0_Dialog_MayEarthGiveUsGifts,Dialog,43,86,,,,,UNCHANGED,,,
2D2,B9,B9A58E,Text_2D1_Dialog_YearTell,Dialog,35,70,,,,,UNCHANGED,,,
2D3,B9,B9A5D4,Text_2D2_Dialog_MayMyBusinessGoThisyear,Dialog,38,76,,,,,UNCHANGED,,,
2D4,B9,B9A620,Text_2D3_Town_AlrightTellingFortuneC,Town,70,140,,,,,UNCHANGED,,,
2D5,B9,B9A6AC,Text_2D4_Dialog_PickUpAnyCardLike,Dialog,92,184,,,,,UNCHANGED,,,
2D6,B9,B9A764,Text_2D5_Romance_ExcellentLuckGreatHarvestEverything,Romance,78,156,,,,,UNCHANGED,,,
2D7,B9,B9A800,Text_2D6_Dialog_LuckFairHarvestPersonWaiting,Dialog,71,142,,,,,UNCHANGED,,,
2D8,B9,B9A88E,Text_2D7_Town_MisfortuneNothingTurnOutGood,Town,56,112,,,,,UNCHANGED,,,
2D9,B9,B9A8FE,Text_2D8_Romance_SeeBetterDevelopMywayMyself,Romance,43,86,,,,,UNCHANGED,,,
2DA,B9,B9A954,Text_2D9_Dialog_WhmmmGoingGoodYear,Dialog,39,78,,,,,UNCHANGED,,,
2DB,B9,B9A9A2,Text_2DA_Dialog_MayYearGoodYearfor,Dialog,37,74,,,,,UNCHANGED,,,
2DC,B9,B9A9EC,Text_2DB_Dialog_SeeFirstSunriseBeginningYear,Dialog,66,132,,,,,UNCHANGED,,,
2DD,B9,B9AA70,Text_2DC_Dialog_Best,Dialog,19,38,,,,,UNCHANGED,,,
2DE,B9,B9AA96,Text_2DD_Animal_NowAnnualEggSearchinggameAutumn,Animal,208,416,,,,,UNCHANGED,,,
2DF,B9,B9AC36,Text_2DE_Dialog_GoFirstOne,Dialog,34,68,,,,,UNCHANGED,,,
2E0,B9,B9AC7A,Text_2DF_Dialog_ComeHurryUpTimeRunning,Dialog,44,88,,,,,UNCHANGED,,,
2E1,B9,B9ACD2,Text_2E0_Dialog_BeatenThoseYoungKids,Dialog,40,80,,,,,UNCHANGED,,,
2E2,B9,B9AD22,Text_2E1_Dialog_PrizeJuice,Dialog,20,40,,,,,UNCHANGED,,,
2E3,B9,B9AD4A,Text_2E2_Dialog_SayWinnerGettheGreatPrize,Dialog,45,90,,,,,UNCHANGED,,,
2E4,B9,B9ADA4,Text_2E3_Dialog_LittleKidsNeedHandicap,Dialog,27,54,,,,,UNCHANGED,,,
2E5,B9,B9ADDA,Text_2E4_Dialog_AlrightTryWinYear,Dialog,39,78,,,,,UNCHANGED,,,
2E6,B9,B9AE28,Text_2E5_Town_HearPrizeSeedRareFlower,Town,48,96,,,,,UNCHANGED,,,
2E7,B9,B9AE88,Text_2E6_Dialog_IfExWereFindVery,Dialog,49,98,,,,,UNCHANGED,,,
2E8,B9,B9AEEA,Text_2E7_Dialog_SameColorGetPointNext,Dialog,66,132,,,,,UNCHANGED,,,
2E9,B9,B9AF6E,Text_2E8_Romance_GameOverAnnouncingWinnerEverybody,Romance,84,168,,,,,UNCHANGED,,,
2EA,B9,B9B016,Text_2E9_Dialog_BingoCorrectNextOne,Dialog,46,92,,,,,UNCHANGED,,,
2EB,B9,B9B072,Text_2EA_Animal_WinnerYearsEggFestivalMr,Animal,65,130,,,,,UNCHANGED,,,
2EC,B9,B9B0F4,Text_2EB_Sign_YearsPrizeFodderOneWhole,Sign,87,174,,,,,UNCHANGED,,,
2ED,B9,B9B1A2,Text_2EC_Dialog_CongratulationsDeliverPrizeHome,Dialog,62,124,,,,,UNCHANGED,,,
2EE,B9,B9B21E,Text_2ED_Romance_NowEverybodyLetsBestYear,Romance,48,96,,,,,UNCHANGED,,,
2EF,B9,B9B27E,Text_2EE_Dialog_HumiliatingYoungMen,Dialog,39,78,,,,,UNCHANGED,,,
2F0,B9,B9B2CC,Text_2EF_Dialog_PhewLikeUsually,Dialog,47,94,,,,,UNCHANGED,,,
2F1,B9,B9B32A,Text_2F0_Dialog_HicHaveCome,Dialog,34,68,,,,,UNCHANGED,,,
2F2,B9,B9B36E,Text_2F1_Dialog_PuffPuff,Dialog,11,22,,,,,UNCHANGED,,,
2F3,B9,B9B384,Text_2F2_Dialog_PuffPuffSpeakMe,Dialog,44,88,,,,,UNCHANGED,,,
2F4,B9,B9B3DC,Text_2F3_Town_SeedFlowerWhoSaid,Town,51,102,,,,,UNCHANGED,,,
2F5,B9,B9B442,Text_2F4_Dialog_PhewGoodHealthyBodyExercise,Dialog,67,134,,,,,UNCHANGED,,,
2F6,B9,B9B4C8,Text_2F5_Festival_NewYearsFestivalLetsGo,Festival,54,108,,,,,UNCHANGED,,,
2F7,B9,B9B534,Text_2F6_Manual_SeedGrassThisgrassGrowsWithout,Manual,157,314,,,,,UNCHANGED,,,
2F8,B9,B9B66E,Text_2F7_Dialog_ThankDeliverShed,Dialog,42,84,,,,,UNCHANGED,,,
2F9,B9,B9B6C2,Text_2F8_Dialog_ThankVeryMuch,Dialog,21,42,,,,,UNCHANGED,,,
2FA,B9,B9B6EC,Text_2F9_Dialog_AhHaveEnoughMoney,Dialog,42,84,,,,,UNCHANGED,,,
2FB,B9,B9B740,Text_2FA_Dialog_ThankComeVisitMeAgain,Dialog,35,70,,,,,UNCHANGED,,,
2FC,B9,B9B786,Text_2FB_Manual_BuyingCowThenGiveBell,Manual,207,414,,,,,UNCHANGED,,,
2FD,B9,B9B924,Text_2FC_Shop_SpecialPaintHouseOnlyG,Shop,154,308,,,,,UNCHANGED,,,
2FE,B9,B9BA58,Text_2FD_Dialog_ThankDeliverShed,Dialog,42,84,,,,,UNCHANGED,,,
2FF,B9,B9BAAC,Text_2FE_Dialog_GoodStuffThough,Dialog,24,48,,,,,UNCHANGED,,,
300,B9,B9BADC,Text_2FF_Dialog_HaveEnoughMoney,Dialog,42,84,,,,,UNCHANGED,,,
301,B9,B9BB30,Text_300_Animal_HorseHasBecomeBigMade,Animal,184,368,,,,,UNCHANGED,,,
302,B9,B9BCA0,Text_301_Animal_MedicineCowsSickHealsOnly,Animal,250,500,,,,,UNCHANGED,,,
303,B9,B9BE94,Text_302_Dialog_DeliverShed,Dialog,34,68,,,,,UNCHANGED,,,
304,B9,B9BED8,Text_303_Dialog_Aha,Dialog,5,10,,,,,UNCHANGED,,,
305,B9,B9BEE2,Text_304_Diary_HaveEnoughMoneyComeBack,Diary,85,170,,,,,UNCHANGED,,,
306,B9,B9BF8C,Text_305_Animal_WantTodayBuyCowSell,Animal,101,202,,,,,UNCHANGED,,,
307,B9,B9C056,Text_306_Animal_NeedHaveMoreGrassRaise,Animal,48,96,,,,,UNCHANGED,,,
308,B9,B9C0B6,Text_307_Animal_CowCostsGBuyingOne,Animal,118,236,,,,,UNCHANGED,,,
309,B9,B9C1A2,Text_308_Dialog_DeliverPen,Dialog,29,58,,,,,UNCHANGED,,,
30A,B9,B9C1DC,Text_309_Animal_IfWantSellCowsAgain,Animal,61,122,,,,,UNCHANGED,,,
30B,B9,B9C256,Text_30A_Animal_ChickenCostsGButWant,Animal,116,232,,,,,UNCHANGED,,,
30C,B9,B9C33E,Text_30B_Dialog_ComePickUpLaterLet,Dialog,86,172,,,,,UNCHANGED,,,
30D,B9,B9C3EA,Text_30C_Animal_PutCowPenTakeGood,Animal,116,232,,,,,UNCHANGED,,,
30E,B9,B9C4D2,Text_30D_Animal_EvenThinkSellingCowCondition,Animal,86,172,,,,,UNCHANGED,,,
30F,B9,B9C57E,Text_30E_Shipping_CostsEaGWanttoSell,Shipping,110,220,,,,,UNCHANGED,,,
310,B9,B9C65A,Text_30F_Dialog_TakeMe,Dialog,26,52,,,,,UNCHANGED,,,
311,B9,B9C68E,Text_310_Dialog_AcceptUntilItsgrownMore,Dialog,40,80,,,,,UNCHANGED,,,
312,B9,B9C6DE,Text_311_Dialog_OutsideTakeWithyouItllEat,Dialog,131,262,,,,,UNCHANGED,,,
313,B9,B9C7E4,Text_312_Manual_MilkerMilkUsingTowardCow,Manual,139,278,,,,,UNCHANGED,,,
314,B9,B9C8FA,Text_313_Dialog_SorryButAccept,Dialog,34,68,,,,,UNCHANGED,,,
315,B9,B9C93E,Text_314_Manual_BrushCowsBecomeHappyBrush,Manual,187,374,,,,,UNCHANGED,,,
316,B9,B9CAB4,Text_315_Animal_FatherHeavenHelpPreciousCow,Animal,56,112,,,,,UNCHANGED,,,
317,B9,B9CB24,Text_316_Animal_IdiotTellTakeCareCows,Animal,140,280,,,,,UNCHANGED,,,
318,B9,B9CC3C,Text_317_Dialog_GreatCalfWasBornName,Dialog,42,84,,,,,UNCHANGED,,,
319,B9,B9CC90,Text_318_Dialog_CalfAlrightName,Dialog,42,84,,,,,UNCHANGED,,,
31A,B9,B9CCE4,Text_319_Dialog_Name,Naming,29,58,,,,,UNCHANGED,,,
31B,B9,B9CD1E,Text_31A_Shipping_AllShippingtodayCostsGIntotal,Shipping,95,190,,,,,UNCHANGED,,,
31C,B9,B9CDDC,Text_31B_Shipping_ShippingTodayBye,Shipping,36,72,,,,,UNCHANGED,,,
31D,B9,B9CE24,Text_31C_Sign_BusinessHoursWeekdayPmWeekend,Sign,82,164,,,,,UNCHANGED,,,
31E,B9,B9CEC8,Text_31D_Dialog_ThrowThingsSpring,Dialog,36,72,,,,,UNCHANGED,,,
31F,B9,B9CF10,Text_31E_Manual_GoddessSpringExpectMeCome,Manual,190,380,,,,,UNCHANGED,,,
320,B9,B9D08C,Text_31F_Church_LyingYoursThisoneGodKnows,Church,73,146,,,,,UNCHANGED,,,
321,B9,B9D11E,Text_320_Manual_FoundHonestPersonGivingThisgold,Manual,186,372,,,,,UNCHANGED,,,
322,B9,B9D292,Text_321_Manual_ExcuseMeButBorrowHammer,Manual,74,148,,,,,UNCHANGED,,,
323,B9,B9D326,Text_322_Animal_ThankPutMorePowerReturn,Animal,52,104,,,,,UNCHANGED,,,
324,B9,B9D38E,Text_323_Dialog_AskAnyMore,Dialog,34,68,,,,,UNCHANGED,,,
325,B9,B9D3D2,Text_324_Animal_PlowFieldBeforeSpringBut,Animal,103,206,,,,,UNCHANGED,,,
326,B9,B9D4A0,Text_325_Dialog_HasRanchBecomeLively,Dialog,49,98,,,,,UNCHANGED,,,
327,B9,B9D502,Text_326_Dialog_GoOut,Dialog,26,52,,,,,UNCHANGED,,,
328,B9,B9D536,Text_327_Manual_RanchUseSickleTheshedHows,Manual,111,222,,,,,UNCHANGED,,,
329,B9,B9D614,Text_328_Dialog_WowMadeHappyMakeBetter,Dialog,76,152,,,,,UNCHANGED,,,
32A,B9,B9D6AC,Text_329_Dialog_UseMadeAllMyEnergy,Dialog,64,128,,,,,UNCHANGED,,,
32B,B9,B9D72C,Text_32A_Dialog_ByeBye,Dialog,9,18,,,,,UNCHANGED,,,
32C,B9,B9D73E,Text_32B_Dialog_GiGiveMeSomethingEat,Dialog,33,66,,,,,UNCHANGED,,,
32D,B9,B9D780,Text_32C_Mountain_MushroomIfPossibleWantaMushroom,Mountain,44,88,,,,,UNCHANGED,,,
32E,B9,B9D7D8,Text_32D_Dialog_PhewAliveNowThankVery,Dialog,152,304,,,,,UNCHANGED,,,
32F,B9,B9D908,Text_32E_Mountain_PoisonousMushroomKillKnow,Mountain,55,110,,,,,UNCHANGED,,,
330,B9,B9D976,Text_32F_Mountain_MashMushroomWantNothingBut,Mountain,52,104,,,,,UNCHANGED,,,
331,B9,B9D9DE,Text_330_Dialog_StopRabbitMineDoingLet,Dialog,107,214,,,,,UNCHANGED,,,
332,B9,B9DAB4,Text_331_Shop_IfBuyGWantPay,Shop,125,250,,,,,UNCHANGED,,,
333,B9,B9DBAE,Text_332_Dialog_LiveLikeBye,Dialog,23,46,,,,,UNCHANGED,,,
334,B9,B9DBDC,Text_333_Romance_SeeKindWantMoneyBut,Romance,120,240,,,,,UNCHANGED,,,
335,B9,B9DCCC,Text_334_Dialog_HandRabbitLiveLikeBye,Dialog,61,122,,,,,UNCHANGED,,,
336,B9,B9DD46,Text_335_Mountain_SpiritWaterImpGaveMy,Mountain,121,242,,,,,UNCHANGED,,,
337,B9,B9DE38,Text_336_Dialog_AhFirstHumanLongHad,Dialog,160,320,,,,,UNCHANGED,,,
338,B9,B9DF78,Text_337_Diary_NowTakeSellExpensivePrice,Diary,96,192,,,,,UNCHANGED,,,
339,B9,B9E038,Text_338_Dialog_GoHomeAsSoonAs,Dialog,29,58,,,,,UNCHANGED,,,
33A,B9,B9E072,Text_339_Romance_ThankLettingBloomOneHas,Romance,131,262,,,,,UNCHANGED,,,
33B,B9,B9E178,Text_33A_Church_BothFlowerAndiDisappearSoon,Church,96,192,,,,,UNCHANGED,,,
33C,B9,B9E238,Text_33B_Shop_MiraclePotionGoodLuckMedicine,Shop,232,464,,,,,UNCHANGED,,,
33D,B9,B9E408,Text_33C_Manual_TomatoSeedEconomicalBecauseEven,Manual,200,400,,,,,UNCHANGED,,,
33E,B9,B9E598,Text_33D_Animal_PotatoSeedHarvestLeavesBecome,Animal,157,314,,,,,UNCHANGED,,,
33F,B9,B9E6D2,Text_33E_Shipping_TurnipSeedTakeLongHarvest,Shipping,203,406,,,,,UNCHANGED,,,
340,B9,B9E868,Text_33F_Manual_CornSeedTakestheLongestTime,Manual,236,472,,,,,UNCHANGED,,,
341,B9,B9EA40,Text_340_Shipping_FlowerBloomsOneDayBut,Shipping,181,362,,,,,UNCHANGED,,,
342,B9,B9EBAA,Text_341_Sign_FeedCowsFeedingsPerBag,Sign,198,396,,,,,UNCHANGED,,,
343,B9,B9ED36,Text_342_Sign_FeedChickensFeedingsPerBag,Sign,225,450,,,,,UNCHANGED,,,
344,B9,B9EEF8,Text_343_Manual_SprinklerWaterVeryQuicklyCheap,Manual,209,418,,,,,UNCHANGED,,,
345,B9,B9F09A,Text_344_Manual_SuperSickleInventedIfTrade,Manual,169,338,,,,,UNCHANGED,,,
346,B9,B9F1EC,Text_345_Manual_SuperHoeVeryPowerfulIf,Manual,166,332,,,,,UNCHANGED,,,
347,B9,B9F338,Text_346_Manual_SuperHammerKnockBigRock,Manual,200,400,,,,,UNCHANGED,,,
348,B9,B9F4C8,Text_347_Manual_SuperAxeChopLogOne,Manual,178,356,,,,,UNCHANGED,,,
349,B9,B9F62C,Text_348_Shop_CakeGoodPresentRecoveryStamina,Shop,151,302,,,,,UNCHANGED,,,
34A,B9,B9F75A,Text_349_Dialog_ThankPerishableSoeatWhileStill,Dialog,56,112,,,,,UNCHANGED,,,
34B,B9,B9F7CA,Text_34A_Dialog_KnowGood,Dialog,44,88,,,,,UNCHANGED,,,
34C,B9,B9F822,Text_34B_Animal_PlaceHatchEggsPlaceEggs,Animal,52,104,,,,,UNCHANGED,,,
34D,B9,B9F88A,Text_34C_Animal_ShippingBoxEggs,Animal,24,48,,,,,UNCHANGED,,,
34E,B9,B9F8BA,Text_34D_Animal_ShippingBoxMilk,Animal,24,48,,,,,UNCHANGED,,,
34F,B9,B9F8EA,Text_34E_Animal_GetCowsGiveBirth,Animal,52,104,,,,,UNCHANGED,,,
350,B9,B9F952,Text_34F_Sign_TakeOutSpoutFodderCut,Sign,57,114,,,,,UNCHANGED,,,
351,B9,B9F9C4,Text_350_Animal_MilkBuyingGdoAgreeMoney,Animal,113,226,,,,,UNCHANGED,,,
352,B9,B9FAA6,Text_351_Animal_MilkBuyingGbutMoneyHv,Animal,113,226,,,,,UNCHANGED,,,
353,B9,B9FB88,Text_352_Animal_MilkBuyingGbutMoneyHw,Animal,113,226,,,,,UNCHANGED,,,
354,B9,B9FC6A,Text_353_Shop_CornBuyingGButMoney,Shop,122,244,,,,,UNCHANGED,,,
355,B9,B9FD5E,Text_354_Shop_RipenedTomatoBuyingGBut,Shop,146,292,,,,,UNCHANGED,,,
356,B9,B9FE82,Text_355_Shop_PotatoBuyingGButMoney,Shop,191,382,,,,,UNCHANGED,,,
357,BA,BA8000,Text_356_Shop_TurnipGoodShapeBuyingG,Shop,137,274,,,,,UNCHANGED,,,
358,BA,BA8112,Text_357_Animal_FreshEggBuyingGBut,Animal,131,262,,,,,UNCHANGED,,,
359,BA,BA8218,Text_358_Mountain_MushroomAboutGMoneyH,Mountain,107,214,,,,,UNCHANGED,,,
35A,BA,BA82EE,Text_359_Animal_PoisonousMushroomMedicineCompoundedAbout,Animal,172,344,,,,,UNCHANGED,,,
35B,BA,BA8446,Text_35A_Dialog_GoodHerbAboutGMoney,Dialog,128,256,,,,,UNCHANGED,,,
35C,BA,BA8546,Text_35B_Mountain_AhBerryWildGrapeSmells,Mountain,146,292,,,,,UNCHANGED,,,
35D,BA,BA866A,Text_35C_Dialog_BoyTropicalFruitAboutG,Dialog,140,280,,,,,UNCHANGED,,,
35E,BA,BA8782,Text_35D_Shop_AhRareThingAberryFullmoon,Shop,168,336,,,,,UNCHANGED,,,
35F,BA,BA88D2,Text_35E_Shop_VeryFreshFishBuyingG,Shop,137,274,,,,,UNCHANGED,,,
360,BA,BA89E4,Text_35F_Diary_Sleeping,Diary,10,20,,,,,UNCHANGED,,,
361,BA,BA89F8,Text_360_Animal_GoodLordGoldenEggNever,Animal,205,410,,,,,UNCHANGED,,,
362,BA,BA8B92,Text_361_Festival_DarlingGoingFestival,Festival,42,84,,,,,UNCHANGED,,,
363,BA,BA8BE6,Text_362_Festival_GoodFestivalLikeChange,Festival,64,128,,,,,UNCHANGED,,,
364,BA,BA8C66,Text_363_Festival_KnowBusyButLetsGo,Festival,54,108,,,,,UNCHANGED,,,
365,BA,BA8CD2,Text_364_Dialog_TraditionHundredsYearsAgoSeem,Dialog,65,130,,,,,UNCHANGED,,,
366,BA,BA8D54,Text_365_Romance_HaveHadTooMuchBeverage,Romance,73,146,,,,,UNCHANGED,,,
367,BA,BA8DE6,Text_366_Mountain_MushroomEatEatC,Mountain,50,100,,,,,UNCHANGED,,,
368,BA,BA8E4A,Text_367_Dialog_LooksLittleDangerousEatEat,Dialog,79,158,,,,,UNCHANGED,,,
369,BA,BA8EE8,Text_368_Mountain_BerryWildGrapeEatEat,Mountain,75,150,,,,,UNCHANGED,,,
36A,BA,BA8F7E,Text_369_Dialog_SomethingSmellsStrongEatEat,Dialog,75,150,,,,,UNCHANGED,,,
36B,BA,BA9014,Text_36A_Dialog_SmellsSweetNiceEatEat,Dialog,66,132,,,,,UNCHANGED,,,
36C,BA,BA9098,Text_36B_Dialog_CakeEatEatC,Dialog,45,90,,,,,UNCHANGED,,,
36D,BA,BA90F2,Text_36C_Mountain_FishEatEatC,Mountain,46,92,,,,,UNCHANGED,,,
36E,BA,BA914E,Text_36D_Mountain_GotBerryPowerTree,Mountain,34,68,,,,,UNCHANGED,,,
36F,BA,BA9192,Text_36E_Dialog_MainTapGasOff,Dialog,28,56,,,,,UNCHANGED,,,
370,BA,BA91CA,Text_36F_Dialog_Burning,Dialog,14,28,,,,,UNCHANGED,,,
371,BA,BA91E6,Text_370_Dialog_SniffSniffGoodSmell,Dialog,25,50,,,,,UNCHANGED,,,
372,BA,BA9218,Text_371_Dialog_FlierWanttoReadC,Dialog,73,146,,,,,UNCHANGED,,,
373,BA,BA92AA,Text_372_Sign_RecoveryStaminaSpaMountains,Sign,53,106,,,,,UNCHANGED,,,
374,BA,BA9314,Text_373_Sign_VacationAutumnMushroomgatheringMountainsCovered,Sign,133,266,,,,,UNCHANGED,,,
375,BA,BA941E,Text_374_Animal_ThWinterMonthThanksgivingThanksgiving,Animal,133,266,,,,,UNCHANGED,,,
376,BA,BA9528,Text_375_Festival_RdSpringMonthFlowerFestival,Festival,76,152,,,,,UNCHANGED,,,
377,BA,BA95C0,Text_376_Dialog_MyHomeMadePickledVegetables,Dialog,62,124,,,,,UNCHANGED,,,
378,BA,BA963C,Text_377_Mountain_EvesHomeMadeBerryjuice,Mountain,35,70,,,,,UNCHANGED,,,
379,BA,BA9682,Text_378_Dialog_SuchRestlessGuy,Dialog,29,58,,,,,UNCHANGED,,,
37A,BA,BA96BC,Text_379_Romance_EverythingAllRight,Romance,25,50,,,,,UNCHANGED,,,
37B,BA,BA96EE,Text_37A_Church_ComeChurchLeastOnceYear,Church,50,100,,,,,UNCHANGED,,,
37C,BA,BA9752,Text_37B_Town_LooksLikeArtificialFlower,Town,36,72,,,,,UNCHANGED,,,
37D,BA,BA979A,Text_37C_Animal_LooksLikeOrnamentChickenBut,Animal,73,146,,,,,UNCHANGED,,,
37E,BA,BA982C,Text_37D_Dialog_Looking,Dialog,26,52,,,,,UNCHANGED,,,
37F,BA,BA9860,Text_37E_Dialog_AhPhotoMyWife,Dialog,34,68,,,,,UNCHANGED,,,
380,BA,BA98A4,Text_37F_Dialog_TouchWithoutPermission,Dialog,40,80,,,,,UNCHANGED,,,
381,BA,BA98F4,Text_380_Dialog_MyGrandchildsPiggybank,Dialog,34,68,,,,,UNCHANGED,,,
382,BA,BA9938,Text_381_Romance_EveBroughtJuiceSayingDrink,Romance,70,140,,,,,UNCHANGED,,,
383,BA,BA99C4,Text_382_Dialog_WhatsWritten,Dialog,22,44,,,,,UNCHANGED,,,
384,BA,BA99F0,Text_383_Dialog_TooHeavyPickUpLooks,Dialog,53,106,,,,,UNCHANGED,,,
385,BA,BA9A5A,Text_384_Animal_PrizeEggFestivalCharmProtect,Animal,90,180,,,,,UNCHANGED,,,
386,BA,BA9B0E,Text_385_Dialog_VeryOldOrgan,Dialog,23,46,,,,,UNCHANGED,,,
387,BA,BA9B3C,Text_386_Church_NowLetsPray,Church,21,42,,,,,UNCHANGED,,,
388,BA,BA9B66,Text_387_Dialog_QualitySulfurSpringBenefitsRheumatism,Dialog,77,154,,,,,UNCHANGED,,,
389,BA,BA9C00,Text_388_Dialog_Nothing,Dialog,18,36,,,,,UNCHANGED,,,
38A,BA,BA9C24,Text_389_Dialog_ConfirmOriginFire,Dialog,28,56,,,,,UNCHANGED,,,
38B,BA,BA9C5C,Text_38A_Church_CCzGamonthEbRests,Church,95,190,,,,,UNCHANGED,,,
38C,BA,BA9D1A,Text_38B_Dialog_OldLadiesGetColdEasily,Dialog,78,156,,,,,UNCHANGED,,,
38D,BA,BA9DB6,Text_38C_Sign_NoticeSlipperyDangerousRoadTemporarily,Sign,82,164,,,,,UNCHANGED,,,
38E,BA,BA9E5A,Text_38D_Dialog_NotThis,Dialog,10,20,,,,,UNCHANGED,,,
38F,BA,BA9E6E,Text_38E_Dialog_HeardSomething,Dialog,23,46,,,,,UNCHANGED,,,
390,BA,BA9E9C,Text_38F_Animal_WinnerYearsEggFestivalLivestock,Animal,78,156,,,,,UNCHANGED,,,
391,BA,BA9F38,Text_390_Animal_BeepTimeUpNextEgg,Animal,28,56,,,,,UNCHANGED,,,
392,BA,BA9F70,Text_391_Dialog_LateWedBetterGoHome,Dialog,38,76,,,,,UNCHANGED,,,
393,BA,BA9FBC,Text_392_Dialog_BetterGoHomeNow,Dialog,20,40,,,,,UNCHANGED,,,
394,BA,BA9FE4,Text_393_Sign_MountainTopMysteriousPlaceRecommend,Sign,124,248,,,,,UNCHANGED,,,
395,BA,BAA0DC,Text_394_Animal_SaidHappyFlowerBloomsEat,Animal,106,212,,,,,UNCHANGED,,,
396,BA,BAA1B0,Text_395_Dialog_WorkingHardKnowFoodLazy,Dialog,72,144,,,,,UNCHANGED,,,
397,BA,BAA240,Text_396_Dialog_AhWorkingTooHardIsnot,Dialog,66,132,,,,,UNCHANGED,,,
398,BA,BAA2C4,Text_397_Dialog_DayLikeTodayGoodTothink,Dialog,186,372,,,,,UNCHANGED,,,
399,BA,BAA438,Text_398_Dialog_DieWithoutMoneyMoneyNecessary,Dialog,74,148,,,,,UNCHANGED,,,
39A,BA,BAA4CC,Text_399_Weather_WeatherMakesMeFeelDepressed,Weather,81,162,,,,,UNCHANGED,,,
39B,BA,BAA56E,Text_39A_Dialog_WarmUpBodyCatchCold,Dialog,48,96,,,,,UNCHANGED,,,
39C,BA,BAA5CE,Text_39B_Dialog_ColdOutsideHaveFireplaceInthe,Dialog,84,168,,,,,UNCHANGED,,,
39D,BA,BAA676,Text_39C_Sign_WinterMakeSomeFlowersDecorate,Sign,107,214,,,,,UNCHANGED,,,
39E,BA,BAA74C,Text_39D_Weather_HardShovelSnowButitFeels,Weather,83,166,,,,,UNCHANGED,,,
39F,BA,BAA7F2,Text_39E_Weather_LikeColdnessOfwinterButLike,Weather,187,374,,,,,UNCHANGED,,,
3A0,BA,BAA968,Text_39F_Dialog_SayGiftWorkman,Dialog,37,74,,,,,UNCHANGED,,,
3A1,BA,BAA9B2,Text_3A0_Animal_BusyWinterGatherMaterialsThen,Animal,80,160,,,,,UNCHANGED,,,
3A2,BA,BAAA52,Text_3A1_Dialog_Welcome,Dialog,9,18,,,,,UNCHANGED,,,
3A3,BA,BAAA64,Text_3A2_Shipping_ShippingBoxPickUpEvening,Shipping,83,166,,,,,UNCHANGED,,,
3A4,BA,BAAB0A,Text_3A3_Animal_AhChickenFeather,Animal,38,76,,,,,UNCHANGED,,,
3A5,BA,BAAB56,Text_3A4_Dialog_SecretGardenEntryAllowed,Dialog,37,74,,,,,UNCHANGED,,,
3A6,BA,BAABA0,Text_3A5_Animal_EventsYearStSpringMonth,Animal,310,620,,,,,UNCHANGED,,,
3A7,BA,BAAE0C,Text_3A6_Dialog_Entry,Dialog,3,6,,,,,UNCHANGED,,,
3A8,BA,BAAE12,Text_3A7_Dialog_Entry,Dialog,4,8,,,,,UNCHANGED,,,
3A9,BA,BAAE1A,Text_3A8_Dialog_Entry,Dialog,5,10,,,,,UNCHANGED,,,
3AA,BA,BAAE24,Text_3A9_Dialog_Entry,Dialog,6,12,,,,,UNCHANGED,,,
3AB,BA,BAAE30,Text_3AA_Dialog_Entry,Dialog,7,14,,,,,UNCHANGED,,,
3AC,BA,BAAE3E,Text_3AB_Dialog_Entry,Dialog,8,16,,,,,UNCHANGED,,,
